,salt_var,gradient,time
0,2.9625800090524432,-0.009710692471311066,2010-01-01 00:00:00
1,2.952869316581132,-0.005417925534583867,2010-01-01 02:00:00
2,2.9517441579832755,0.0008368053186051938,2010-01-01 04:00:00
3,2.9545429272183426,0.0011305731741741987,2010-01-01 06:00:00
4,2.954005304331624,-0.001615979890835284,2010-01-01 08:00:00
5,2.951310967436672,-0.0036359132792664894,2010-01-01 10:00:00
6,2.946733477773091,-0.003787134538265624,2010-01-01 12:00:00
7,2.9437366983601407,-0.0014900200634768712,2010-01-01 14:00:00
8,2.943753437646137,0.0008624941686250498,2010-01-01 16:00:00
9,2.945461686697391,0.003861776829827024,2010-01-01 18:00:00
10,2.951476991305791,0.007709822962045587,2010-01-01 20:00:00
11,2.960881332621482,0.009590517678910393,2010-01-01 22:00:00
12,2.970658026663612,0.00923773135277628,2010-01-02 00:00:00
13,2.9793567953270346,0.008646002880636328,2010-01-02 02:00:00
14,2.9879500324248847,0.007619387745281481,2010-01-02 04:00:00
15,2.9945955708175975,0.005077919769271633,2010-01-02 06:00:00
16,2.998105871963428,0.0018355965527889762,2010-01-02 08:00:00
17,2.9982667639231755,-0.0006256187249011891,2010-01-02 10:00:00
18,2.9968546345136255,-0.0013171431526719513,2010-01-02 12:00:00
19,2.9956324776178316,-0.0004624548956104757,2010-01-02 14:00:00
20,2.9959297247224046,0.0006615355175341175,2010-01-02 16:00:00
21,2.9969555486529,0.0020837077473752075,2010-01-02 18:00:00
22,3.000097140217155,0.004303320689795553,2010-01-02 20:00:00
23,3.005562190032491,0.0044985294095925,2010-01-02 22:00:00
24,3.00909419903634,0.002273714559325457,2010-01-03 00:00:00
25,3.010109619151142,0.0013756239857287689,2010-01-03 02:00:00
26,3.0118454470077975,0.0014951373475378116,2010-01-03 04:00:00
27,3.0130998938462175,0.0006912226205084693,2010-01-03 06:00:00
28,3.0132278922488145,-0.00044577749537810796,2010-01-03 08:00:00
29,3.0122083388554612,-0.002324967473019246,2010-01-03 10:00:00
30,3.008577957302776,-0.005034096415883704,2010-01-03 12:00:00
31,3.002140146023694,-0.005191427977413898,2010-01-03 14:00:00
32,2.998195101347948,-0.0015865510821588824,2010-01-03 16:00:00
33,2.998967043859376,0.002286812518921044,2010-01-03 18:00:00
34,3.0027687263857903,0.004089322601108725,2010-01-03 20:00:00
35,3.0071456890615935,0.005363420368331484,2010-01-03 22:00:00
36,3.0134955671224533,0.007055699091913503,2010-01-04 00:00:00
37,3.0212570872454205,0.008118858189589906,2010-01-04 02:00:00
38,3.029733283501633,0.007567709752465124,2010-01-04 04:00:00
39,3.0363925067503508,0.006183154718738315,2010-01-04 06:00:00
40,3.0420995929391097,0.005037383121878847,2010-01-04 08:00:00
41,3.0464672729941085,0.004864280859957493,2010-01-04 10:00:00
42,3.0518281546590247,0.005680825270745871,2010-01-04 12:00:00
43,3.0578289235356,0.006655187058420831,2010-01-04 14:00:00
44,3.0651385287758663,0.00757800616121318,2010-01-04 16:00:00
45,3.0729849358580266,0.007834858146185342,2010-01-04 18:00:00
46,3.080808245068237,0.007208681537655526,2010-01-04 20:00:00
47,3.0874022989333376,0.005331386985730102,2010-01-04 22:00:00
48,3.0914710190396972,0.0031226729706346212,2010-01-05 00:00:00
49,3.093647644874607,0.0020044259963196698,2010-01-05 02:00:00
50,3.0954798710323366,0.0018814239590316806,2010-01-05 04:00:00
51,3.0974104927926702,0.001801776588691073,2010-01-05 06:00:00
52,3.0990834242097187,0.0018029895133013785,2010-01-05 08:00:00
53,3.101016471819273,0.002047069265835866,2010-01-05 10:00:00
54,3.1031775627413904,0.002322356581096363,2010-01-05 12:00:00
55,3.1056611849814657,0.002761927556322652,2010-01-05 14:00:00
56,3.1087014178540358,0.0030277537337548566,2010-01-05 16:00:00
57,3.1117166924489754,0.0025490746389111862,2010-01-05 18:00:00
58,3.113799567131858,0.0007002593938223445,2010-01-05 20:00:00
59,3.11311721123662,-0.0017118234975372904,2010-01-05 22:00:00
60,3.1103759201367835,-0.002530861724878486,2010-01-06 00:00:00
61,3.108055487786863,-0.001632307003922584,2010-01-06 02:00:00
62,3.1071113061289384,-0.0006671938386972887,2010-01-06 04:00:00
63,3.1067211001094686,-0.0008304101878970904,2010-01-06 06:00:00
64,3.105450485753144,-0.0017210676659478175,2010-01-06 08:00:00
65,3.103278964777573,-0.002278126224137589,2010-01-06 10:00:00
66,3.100894233304869,-0.002543878929370358,2010-01-06 12:00:00
67,3.098191206918832,-0.003305482141569893,2010-01-06 14:00:00
68,3.0942832690217292,-0.0043206850952803855,2010-01-06 16:00:00
69,3.0895498367282714,-0.004553929267547829,2010-01-06 18:00:00
70,3.0851754104866336,-0.004362524096104936,2010-01-06 20:00:00
71,3.0808247885360616,-0.00395716978003402,2010-01-06 22:00:00
72,3.0772610709265655,-0.0031236945019712525,2010-01-07 00:00:00
73,3.074577399532119,-0.0025788876660972626,2010-01-07 02:00:00
74,3.072103295594371,-0.0020616881284487576,2010-01-07 04:00:00
75,3.0704540232752215,-0.0015852641694644731,2010-01-07 06:00:00
76,3.068932767255442,-0.0016335614921521024,2010-01-07 08:00:00
77,3.0671869002909173,-0.002363159627673861,2010-01-07 10:00:00
78,3.0642064480000943,-0.004208987839862344,2010-01-07 12:00:00
79,3.0587689246111927,-0.007299673066918366,2010-01-07 14:00:00
80,3.0496071018662576,-0.004090475778427027,2010-01-07 16:00:00
81,3.0505879730543386,0.0035211343129906147,2010-01-07 18:00:00
82,3.056649370492239,0.010055230758758249,2010-01-07 20:00:00
83,3.070698434571855,0.021879323778669857,2010-01-07 22:00:00
84,3.1004080180495786,0.0333239630732145,2010-01-08 00:00:00
85,3.137346360718284,0.03722712244203308,2010-01-08 02:00:00
86,3.1748622629336447,0.03832638897186036,2010-01-08 04:00:00
87,3.213999138662005,0.042510460350057455,2010-01-08 06:00:00
88,3.2598831836337596,0.05340916643511395,2010-01-08 08:00:00
89,3.3208174715322327,0.06768139951052898,2010-01-08 10:00:00
90,3.3952459826548176,0.06509229306800712,2010-01-08 12:00:00
91,3.451002057668247,0.03911218011933704,2010-01-08 14:00:00
92,3.4734703428934917,0.012326366325664972,2010-01-08 16:00:00
93,3.475654790319577,0.0012122338091444806,2010-01-08 18:00:00
94,3.4758948105117806,0.002913634594817305,2010-01-08 20:00:00
95,3.4814820595092115,0.006066387240054816,2010-01-08 22:00:00
96,3.4880275849918903,0.0062062319514955,2010-01-09 00:00:00
97,3.4938945234122025,0.005752692530056613,2010-01-09 02:00:00
98,3.4995329700520035,0.0041523914078849256,2010-01-09 04:00:00
99,3.5021993062279724,0.002171310043973973,2010-01-09 06:00:00
100,3.5038755901399514,0.003186132391672425,2010-01-09 08:00:00
101,3.5085715710113172,0.007691077620218145,2010-01-09 10:00:00
102,3.5192577453803877,0.01587706106248432,2010-01-09 12:00:00
103,3.540325693136286,0.022240919224048472,2010-01-09 14:00:00
104,3.5637395838284847,0.014016363404901533,2010-01-09 16:00:00
105,3.568358419946089,-0.0015178450899264728,2010-01-09 18:00:00
106,3.5607038936486317,-0.01082008001879009,2010-01-09 20:00:00
107,3.5467182599085088,-0.014578263158687932,2010-01-09 22:00:00
108,3.531547367331256,-0.01458990450632558,2010-01-10 00:00:00
109,3.5175384508958576,-0.01051743880063638,2010-01-10 02:00:00
110,3.510512489729983,-0.0035605507620364296,2010-01-10 04:00:00
111,3.5104173493717847,0.002144378905257094,2010-01-10 06:00:00
112,3.5148012475404973,0.006045436074743726,2010-01-10 08:00:00
113,3.522508221521272,0.007751866484128511,2010-01-10 10:00:00
114,3.5303049805087543,0.006838503960304498,2010-01-10 12:00:00
115,3.536185229441881,0.004668915769699522,2010-01-10 14:00:00
116,3.5396428120481533,0.0023273877127576448,2010-01-10 16:00:00
117,3.5408400048673965,-0.003665792341071672,2010-01-10 18:00:00
118,3.53231122736601,-0.01191353418342267,2010-01-10 20:00:00
119,3.517012936500551,-0.015252485737948351,2010-01-10 22:00:00
120,3.5018062558901133,-0.014573908500455923,2010-01-11 00:00:00
121,3.4878651194996393,-0.01364232148975808,2010-01-11 02:00:00
122,3.474521612910597,-0.010985190077315687,2010-01-11 04:00:00
123,3.465894739345008,-0.008766625963147368,2010-01-11 06:00:00
124,3.4569883609843024,-0.006746485104767608,2010-01-11 08:00:00
125,3.4524017691354727,-0.002267064425379939,2010-01-11 10:00:00
126,3.4524542321335425,0.0006612631713656114,2010-01-11 12:00:00
